"id","commitment","age","economic_status","sex","faculty_player","ac1","ac2","FS1","EC2","PT3","EC4","FS5","PD6","FS7","PT8","EC9","PD10","PT11","FS12","PD13","EC14","PT15","FS16","EC17","PD18","EC19","FS20","PT21","PD22","PT23","EC24","FS25","PT26","PD27","EC28","treatment","faculty_neg_1_s1","faculty_neg_2_s1","faculty_victim_s1","decision_neg1_s1","decision_neg2_s1","judgement_compare_s1","judgement_n1_s1","judgement_n2_s1","faculty_neg_1_s2","faculty_neg_2_s2","faculty_victim_s2","decision_neg1_s2","decision_neg2_s2","judgement_compare_s2","judgement_n1_s2","judgement_n2_s2","faculty_neg_1_s3","faculty_neg_2_s3","faculty_victim_s3","decision_neg1_s3","decision_neg2_s3","judgement_compare_s3","judgement_n1_s3","judgement_n2_s3","faculty_neg_1_s4","faculty_neg_2_s4","faculty_victim_s4","decision_neg1_s4","decision_neg2_s4","judgement_compare_s4","judgement_n1_s4","judgement_n2_s4","faculty_neg_1_s5","faculty_neg_2_s5","faculty_victim_s5","decision_neg1_s5","decision_neg2_s5","judgement_compare_s5","judgement_n1_s5","judgement_n2_s5","faculty_neg_1_s6","faculty_neg_2_s6","faculty_victim_s6","decision_neg1_s6","decision_neg2_s6","judgement_compare_s6","judgement_n1_s6","judgement_n2_s6","faculty_neg_1_s7","faculty_neg_2_s7","faculty_victim_s7","decision_neg1_s7","decision_neg2_s7","judgement_compare_s7","judgement_n1_s7","judgement_n2_s7","faculty_neg_1_s8","faculty_neg_2_s8","faculty_victim_s8","decision_neg1_s8","decision_neg2_s8","judgement_compare_s8","judgement_n1_s8","judgement_n2_s8","faculty_neg_1_s9","faculty_neg_2_s9","faculty_victim_s9","decision_neg1_s9","decision_neg2_s9","judgement_compare_s9","judgement_n1_s9","judgement_n2_s9","faculty_neg_1_s10","faculty_neg_2_s10","faculty_victim_s10","decision_neg1_s10","decision_neg2_s10","judgement_compare_s10","judgement_n1_s10","judgement_n2_s10","iri_total","iri_total_z","iri_fs","iri_ec","iri_pt","iri_pd","sex_label","faculty_player_label","treatment_label","attention_pass","analysis_include"
29,1,18,2,2,1,0,1,2,1,4,3,3,1,2,2,1,0,2,3,2,4,4,2,1,3,2,1,3,0,4,0,4,2,0,4,2,1,1,1,0,0,1,-4,9,2,2,1,1,0,1,-4,9,2,1,2,0,0,3,9,9,2,1,2,1,1,3,-9,-9,3,1,1,0,0,3,9,9,3,3,1,0,0,3,9,9,2,1,1,1,0,1,-9,9,1,3,1,1,1,3,-9,-9,1,2,1,0,0,3,9,9,1,1,1,1,0,1,-9,9,2.14285714285714,-0.107279877273969,2.42857142857143,2,3,1,"Man","Humanities","Observer first",FALSE,FALSE
30,1,18,3,1,1,1,1,1,1,2,3,2,2,3,1,2,2,2,1,3,1,3,1,2,4,3,2,1,1,2,0,1,1,0,1,2,2,2,1,0,1,1,2,5,1,3,1,1,1,3,1,1,2,2,1,1,0,1,1,5,2,1,2,1,1,3,1,1,2,3,1,0,0,3,7,7,2,3,1,0,0,3,7,7,2,3,1,1,1,3,-1,-1,2,3,1,0,1,2,6,1,2,1,1,0,0,3,7,7,2,1,1,1,0,1,1,7,1.71428571428571,-1.04447688513936,1.57142857142857,1.625,1.71428571428571,2,"Woman","Humanities","Observer first",TRUE,TRUE
31,1,19,2,2,2,1,1,4,2,3,3,4,1,3,3,0,1,2,4,1,3,1,2,4,3,2,3,4,1,3,0,2,4,0,2,2,1,1,1,1,0,1,-9,9,2,1,1,0,0,3,9,9,3,1,1,1,1,3,-9,-9,3,1,1,1,1,3,-9,-9,2,2,2,0,0,3,9,9,3,3,2,0,1,2,9,-9,1,1,2,1,1,3,-9,-9,2,3,2,0,1,2,9,-9,3,2,2,1,1,3,-9,-9,2,3,2,1,1,3,-9,-9,2.32142857142857,0.283218876003279,3.14285714285714,2,2.85714285714286,1.16666666666667,"Man","Engineering","Observer first",TRUE,TRUE
32,1,18,3,1,1,1,1,3,4,4,4,2,4,4,3,2,4,4,4,3,2,4,4,4,4,3,4,4,2,3,1,2,4,1,4,1,1,1,1,1,1,3,0,0,3,3,1,1,1,3,-1,-1,2,2,1,1,1,3,0,0,2,2,1,0,0,3,1,1,3,1,1,1,0,1,-1,2,2,1,1,0,1,2,2,-2,3,2,1,0,1,2,2,-2,2,3,1,0,1,2,2,-2,1,3,1,1,0,1,-2,2,3,1,1,1,0,1,-3,2,3.25,2.31381239304496,3.28571428571429,3,3.71428571428571,3,"Woman","Humanities","Victim first",TRUE,TRUE
33,1,23,3,2,1,1,1,3,2,3,0,4,2,1,1,4,4,2,2,3,2,1,4,3,0,1,4,2,2,4,1,2,4,4,4,2,2,3,1,1,0,2,9,-9,2,3,2,0,1,1,-9,9,3,3,1,1,1,3,-9,-9,3,2,2,1,0,1,-9,9,2,1,1,0,0,3,9,9,1,2,1,0,1,2,9,-9,3,1,1,1,0,1,-9,9,3,3,1,1,1,3,-9,-9,2,3,1,0,0,3,9,9,2,3,1,0,0,3,9,9,2.46428571428571,0.595617878625076,2.85714285714286,2.125,2.42857142857143,2.5,"Man","Humanities","Observer first",TRUE,TRUE
34,1,28,1,2,1,1,1,1,3,4,4,0,0,4,3,4,1,2,4,2,4,2,0,0,4,1,1,4,2,0,0,2,0,0,2,1,3,3,1,1,1,3,4,4,2,2,1,1,0,2,4,-1,2,3,1,1,0,3,5,5,3,3,1,0,0,3,6,6,1,1,1,1,0,1,1,6,1,3,2,1,1,3,6,6,2,2,1,0,0,3,6,6,2,2,2,0,0,3,8,8,2,2,2,0,1,2,7,1,3,3,2,1,1,3,1,1,1.92857142857143,-0.575878381206665,1.71428571428571,2.25,2.14285714285714,1.5,"Man","Humanities","Victim first",TRUE,TRUE
35,1,22,2,2,2,1,1,1,2,4,3,0,1,3,2,2,1,3,2,3,3,2,2,1,3,3,2,2,1,2,1,1,2,1,2,2,3,1,1,1,0,1,0,9,3,3,2,1,0,2,9,0,3,3,1,0,1,1,0,9,3,3,1,0,0,3,9,9,3,1,1,0,0,3,9,9,3,3,2,1,1,3,9,9,2,2,2,1,1,3,-9,-9,3,1,2,1,0,1,-9,9,2,2,2,1,0,3,0,0,1,2,2,0,1,2,9,-9,1.96428571428571,-0.497778630551216,1.57142857142857,2.125,2.42857142857143,1.66666666666667,"Man","Engineering","Observer first",TRUE,TRUE
36,1,18,2,2,2,1,1,3,2,3,3,1,4,4,3,3,0,2,2,2,2,4,0,0,4,0,1,2,1,1,1,0,0,0,0,1,1,3,2,1,1,3,1,1,2,1,2,0,0,3,9,9,2,1,2,0,0,3,9,9,3,2,2,0,0,3,9,9,1,2,2,0,1,2,9,1,3,3,2,0,1,2,9,1,3,2,1,1,1,3,1,1,1,2,2,0,0,3,9,9,1,2,2,1,1,3,1,1,2,2,2,1,1,3,1,1,1.71428571428571,-1.04447688513936,1.57142857142857,1.375,2.14285714285714,1.83333333333333,"Man","Engineering","Victim first",TRUE,TRUE
37,1,18,3,2,2,1,1,1,2,3,4,1,0,4,2,3,1,1,4,3,4,3,1,1,4,2,2,2,1,1,0,1,3,0,1,2,1,1,1,0,1,2,5,-5,1,1,1,1,0,1,-6,5,1,3,2,0,1,2,7,-7,2,3,2,0,1,2,5,-6,2,2,1,1,0,1,-6,7,2,2,2,1,1,3,-7,-7,1,1,2,1,0,1,-8,7,1,1,2,0,1,2,7,-8,3,1,2,1,0,1,-9,9,2,3,2,0,1,2,9,-8,1.96428571428571,-0.497778630551216,2,2.125,2.14285714285714,1.5,"Man","Engineering","Observer first",TRUE,TRUE
38,1,18,2,2,2,1,1,3,2,2,3,2,1,4,3,3,3,2,4,1,3,3,3,4,4,2,2,3,1,3,0,3,0,2,2,1,1,1,2,0,0,3,7,7,1,1,2,0,0,3,7,7,2,3,2,1,1,3,4,4,3,3,2,1,1,3,2,2,3,3,2,0,1,2,4,-2,3,3,2,1,1,3,-3,-3,2,1,2,0,0,3,7,7,2,3,1,1,0,1,-2,5,1,3,1,1,1,3,2,2,3,1,2,1,1,3,-2,-2,2.42857142857143,0.517518127969626,3,2.375,2.28571428571429,2,"Man","Engineering","Victim first",TRUE,TRUE
39,1,18,4,2,2,1,1,0,0,2,3,1,0,1,4,2,0,2,1,1,2,3,0,0,4,1,1,4,1,1,0,1,2,0,1,1,3,1,2,1,1,3,6,6,3,1,2,1,1,3,6,6,3,2,2,1,1,2,6,-2,3,3,2,0,0,3,9,9,1,1,2,1,1,3,3,3,1,3,1,0,0,1,-3,5,1,1,1,0,1,2,5,-4,3,1,2,0,0,2,9,5,2,1,2,0,0,2,8,2,2,2,2,0,1,2,6,-2,1.35714285714286,-1.82547439169386,0.714285714285714,1.125,2.57142857142857,1,"Man","Engineering","Victim first",TRUE,TRUE
40,1,19,3,2,1,1,1,1,1,1,3,0,1,1,0,1,1,0,3,0,3,3,0,1,2,4,1,0,0,0,1,0,0,1,0,1,3,2,1,1,0,1,-8,8,1,3,1,0,1,2,9,-9,1,1,1,1,1,3,-9,-9,1,3,1,1,0,1,-9,9,2,2,1,1,1,3,-9,-9,2,2,2,0,1,3,-4,-4,3,1,2,1,1,3,-4,-4,1,3,1,1,0,1,-9,9,2,3,1,1,1,3,-5,-5,2,1,2,0,0,3,9,9,1.03571428571429,-2.5283721475929,0.857142857142857,1.75,0.571428571428571,0.833333333333333,"Man","Humanities","Victim first",TRUE,TRUE
41,1,19,0,1,2,1,1,2,1,3,3,2,3,3,2,1,1,4,4,3,3,4,1,2,4,3,0,2,1,1,1,1,4,,,1,2,1,2,0,0,3,9,9,3,3,2,0,1,2,9,4,2,3,2,0,1,2,9,3,1,3,2,0,0,3,9,9,2,2,2,0,1,2,9,0,2,3,2,1,0,1,0,9,2,1,1,1,1,3,0,0,2,2,1,0,0,3,9,9,3,3,2,0,0,3,9,9,1,3,1,1,0,1,0,9,2.26923076923077,0.169073086583775,1.85714285714286,2,2.85714285714286,2.4,"Woman","Engineering","Victim first",TRUE,TRUE
42,1,18,4,2,2,1,1,1,1,4,4,0,1,1,3,1,2,3,3,1,3,3,4,2,3,4,1,4,1,0,2,0,2,0,1,2,2,3,1,0,0,3,5,5,2,2,1,1,1,3,0,0,2,2,1,1,1,3,0,0,3,2,2,0,0,3,5,5,1,3,2,1,1,3,0,0,2,1,2,0,1,2,5,0,3,2,2,1,0,1,0,5,1,1,2,0,1,3,0,0,3,2,2,0,1,2,5,0,3,3,2,0,0,3,5,5,1.96428571428571,-0.497778630551216,1.42857142857143,2.25,2.71428571428571,1.33333333333333,"Man","Engineering","Observer first",TRUE,TRUE
43,1,27,4,1,1,1,1,2,3,2,4,3,1,4,2,3,3,1,3,3,3,2,2,2,4,2,3,3,3,4,1,0,3,0,1,2,1,2,1,1,1,1,-5,0,2,1,2,0,0,1,-1,1,1,1,1,0,1,2,2,-2,2,2,2,1,0,1,-2,3,3,3,1,0,0,3,4,4,2,1,1,1,0,1,-3,0,3,2,1,1,1,3,-1,-1,2,3,1,0,1,2,0,-2,1,1,1,1,0,1,-2,2,2,2,1,1,0,1,-3,2,2.39285714285714,0.439418377314177,2.42857142857143,2.375,2.42857142857143,2.33333333333333,"Woman","Humanities","Observer first",TRUE,TRUE
44,1,18,4,1,2,1,1,2,2,4,3,1,0,2,3,2,3,4,2,2,3,3,0,4,2,1,2,4,0,0,0,1,1,0,2,2,1,1,2,1,0,3,-6,-6,3,2,1,0,1,3,-5,-5,1,3,2,1,1,3,9,9,1,1,2,0,0,3,9,9,1,2,1,1,0,1,-9,-6,3,2,2,1,1,3,-9,-9,3,1,2,1,0,3,-9,-9,3,1,2,1,0,3,-9,-9,3,2,2,0,0,3,9,9,1,2,2,0,0,3,9,9,1.89285714285714,-0.653978131862115,1.42857142857143,2.125,2.71428571428571,1.16666666666667,"Woman","Engineering","Observer first",TRUE,TRUE
45,1,19,2,2,2,1,1,3,1,4,3,1,2,1,3,4,2,4,0,1,1,2,0,0,3,2,2,4,1,2,2,3,1,1,4,2,2,1,1,1,0,1,-5,9,1,1,1,0,0,3,9,9,1,1,2,1,0,1,-5,8,2,2,2,1,1,3,-3,-3,3,2,1,1,0,1,-5,8,2,3,2,0,0,3,5,5,2,3,2,0,1,2,5,-5,1,3,2,0,1,2,6,-6,2,3,2,1,0,1,-5,5,1,1,2,1,0,1,-5,8,2.03571428571429,-0.341579129240317,1.42857142857143,2.125,2.85714285714286,1.66666666666667,"Man","Engineering","Observer first",TRUE,TRUE
46,1,18,2,2,2,1,1,2,3,2,2,3,2,3,3,2,3,3,4,2,2,3,1,1,2,0,2,2,3,1,0,1,1,0,0,1,2,2,2,1,1,3,4,4,1,3,2,0,0,2,7,5,3,2,2,0,1,2,0,-2,2,1,2,0,1,2,3,0,1,3,2,0,0,2,5,3,1,2,1,1,0,1,2,5,1,3,1,0,0,3,5,5,2,3,1,0,0,3,4,4,2,1,2,0,0,3,5,5,2,2,2,0,0,3,4,4,1.89285714285714,-0.653978131862115,2.28571428571429,1.25,2.14285714285714,2,"Man","Engineering","Victim first",TRUE,TRUE
47,1,18,2,2,2,1,1,1,3,4,3,1,1,3,2,2,0,3,3,2,3,3,0,2,4,3,1,2,1,0,1,2,3,0,2,1,1,2,2,0,0,3,9,9,1,3,2,0,1,2,6,-6,2,3,2,0,1,2,6,-6,3,1,2,0,0,3,9,9,3,2,2,1,0,1,-9,9,1,3,2,0,1,2,9,-9,1,3,1,0,0,3,9,9,3,1,1,1,1,3,-9,-9,1,2,1,1,0,1,-9,9,2,1,2,0,0,3,9,9,1.96428571428571,-0.497778630551216,1.57142857142857,2.375,2.42857142857143,1.33333333333333,"Man","Engineering","Victim first",TRUE,TRUE
48,1,18,1,2,2,1,1,1,1,2,3,0,3,1,2,1,3,1,1,2,2,1,2,3,2,3,1,2,1,0,2,3,1,1,1,2,2,1,2,0,1,3,3,3,1,3,2,0,1,3,3,3,3,2,2,0,1,3,4,4,1,3,1,0,0,3,3,3,1,1,1,0,0,3,9,9,2,2,2,1,1,3,5,5,3,3,2,1,1,3,5,5,1,1,2,1,1,3,5,5,2,2,2,0,0,3,5,5,1,2,2,0,1,3,4,4,1.64285714285714,-1.20067638645026,1.28571428571429,2,1.28571428571429,2,"Man","Engineering","Observer first",TRUE,TRUE
49,1,18,3,2,2,1,1,3,4,3,4,0,2,2,4,3,4,3,3,3,4,3,1,3,4,2,4,4,3,2,0,2,2,1,4,1,1,2,2,1,1,3,-8,-8,2,1,2,1,1,3,-8,-8,3,3,2,1,0,1,-8,6,1,3,2,0,0,3,8,8,1,1,2,0,1,1,-8,8,1,3,2,0,0,3,8,8,3,2,2,1,1,3,-7,-7,2,2,1,1,0,1,-8,9,2,3,1,1,0,1,-9,9,2,1,1,1,1,3,-9,-9,2.75,1.22041588386867,2.14285714285714,3,3,2.83333333333333,"Man","Engineering","Victim first",TRUE,TRUE
50,1,18,2,2,2,1,1,4,3,3,3,0,0,3,4,1,1,3,4,0,3,4,4,0,4,0,4,4,3,2,0,2,4,0,1,2,3,3,1,0,1,2,9,0,2,3,2,0,1,2,9,0,2,3,1,0,0,3,9,9,2,3,1,0,0,3,9,9,2,3,2,0,0,3,9,9,1,1,2,1,1,3,0,0,1,2,2,1,1,3,0,0,2,3,2,0,0,3,9,9,1,3,2,0,0,3,9,9,3,2,2,1,0,1,0,9,2.28571428571429,0.205119125347829,3,1.375,3.42857142857143,1.33333333333333,"Man","Engineering","Observer first",TRUE,TRUE
51,1,18,2,1,2,1,1,3,3,4,3,2,2,4,3,2,2,3,4,1,4,3,2,3,4,2,1,3,4,4,1,1,3,1,4,1,3,3,2,1,0,1,2,8,1,2,2,0,1,2,8,-1,2,1,2,1,1,3,-3,-3,2,1,2,1,1,3,-4,-4,2,3,2,0,1,2,9,-3,2,3,2,0,0,3,8,8,1,2,1,0,1,2,8,-3,1,1,2,1,1,3,-5,-5,1,2,1,1,1,3,-6,-6,1,2,2,0,0,3,9,9,2.71428571428571,1.14231613321322,2.42857142857143,2.75,3.28571428571429,2.33333333333333,"Woman","Engineering","Victim first",TRUE,TRUE
52,1,18,2,1,2,1,1,1,3,3,4,0,1,4,3,4,1,1,4,4,4,3,0,2,4,2,2,1,3,1,0,1,0,0,2,1,2,2,2,0,0,3,9,9,2,1,2,0,0,3,9,9,2,3,2,0,1,2,9,-9,1,2,2,1,1,2,-5,-9,3,1,2,0,1,2,9,-9,1,1,1,0,0,3,9,9,1,1,2,0,1,2,9,-4,2,2,2,1,1,3,-3,-3,3,3,2,1,0,1,-3,5,3,3,1,1,0,1,-3,5,2.07142857142857,-0.263479378584867,1.71428571428571,2.625,1.71428571428571,2.16666666666667,"Woman","Engineering","Victim first",TRUE,TRUE
53,1,18,4,2,2,1,1,1,1,0,0,2,3,4,0,2,4,0,4,2,3,0,1,4,2,4,1,3,1,0,2,0,2,2,0,2,3,1,1,1,0,1,-5,7,3,3,1,0,1,2,2,-3,2,2,1,0,1,2,4,-5,3,2,1,1,1,3,-6,-6,3,1,2,1,1,3,-5,-5,1,1,2,0,0,3,5,5,3,1,2,1,0,1,-5,5,2,3,2,1,0,1,-5,5,2,1,2,0,0,3,5,5,3,1,2,0,1,2,5,-6,1.71428571428571,-1.04447688513936,1.85714285714286,2,0.714285714285714,2.33333333333333,"Man","Engineering","Observer first",TRUE,TRUE
54,1,18,4,2,2,1,1,0,2,3,3,0,1,3,3,2,1,2,4,2,4,4,1,2,1,2,2,2,3,1,0,1,1,0,1,1,1,3,2,1,1,2,-4,-9,3,1,2,1,0,1,-9,9,1,3,2,1,0,1,-9,9,1,2,2,0,0,3,9,9,2,1,2,1,1,3,-9,-9,2,1,2,1,0,1,-9,9,2,1,2,1,1,3,-9,-9,3,1,2,1,0,1,-9,9,2,1,2,0,0,3,9,9,2,3,1,1,1,3,-9,-9,1.82142857142857,-0.810177633173014,1.57142857142857,2,2.28571428571429,1.33333333333333,"Man","Engineering","Victim first",TRUE,TRUE
55,1,18,4,1,2,1,1,2,1,2,4,3,2,4,1,2,2,3,3,2,4,3,3,2,4,2,1,2,3,3,1,2,4,0,1,1,3,2,2,0,1,2,5,-5,2,1,2,0,0,3,9,9,1,1,2,0,0,3,9,9,2,3,2,0,0,3,9,9,3,3,2,1,0,1,-5,5,1,2,1,1,1,3,-5,-5,1,1,2,0,1,2,5,-5,2,1,2,0,0,3,9,9,1,2,2,0,1,2,5,-5,3,2,1,1,1,3,-9,-9,2.35714285714286,0.361318626658728,2.57142857142857,2.125,2.57142857142857,2.16666666666667,"Woman","Engineering","Victim first",TRUE,TRUE
56,1,18,4,1,2,1,1,2,4,4,4,1,1,2,4,4,3,3,2,2,3,4,0,1,0,4,1,4,0,0,1,2,1,0,1,2,1,2,2,0,1,2,9,-9,1,2,2,0,1,2,9,-9,1,3,1,1,1,3,-9,-9,3,3,1,0,1,2,9,-9,1,1,2,1,1,3,-9,-9,2,2,2,1,0,1,-9,9,1,3,2,0,1,2,6,-7,1,3,2,0,0,3,9,9,1,1,2,0,0,3,9,9,1,1,2,1,1,3,0,0,2.07142857142857,-0.263479378584867,1.42857142857143,2.75,2.85714285714286,1,"Woman","Engineering","Observer first",TRUE,TRUE
57,1,21,2,1,1,1,1,1,1,3,3,1,2,3,2,2,2,1,4,3,3,3,1,2,4,4,2,1,2,2,1,0,2,1,2,2,1,1,1,0,0,3,9,9,2,1,2,1,1,3,3,3,2,3,1,0,1,2,8,-1,1,1,2,1,1,1,-2,-1,1,3,1,1,1,1,-2,-1,3,3,1,1,0,1,-5,9,1,1,1,1,1,1,-7,-5,1,3,1,1,1,1,-7,-5,1,3,1,1,1,1,-7,-5,2,3,1,1,0,1,-7,7,2.07142857142857,-0.263479378584867,1.71428571428571,2.25,2,2.33333333333333,"Woman","Humanities","Observer first",TRUE,TRUE
58,1,18,5,2,2,1,1,1,3,3,4,0,4,4,4,3,3,4,4,2,4,0,1,1,2,4,1,3,2,1,2,1,0,0,2,1,2,1,2,1,1,3,0,0,2,2,2,1,0,1,-5,5,1,3,2,1,0,1,0,5,2,1,2,1,0,1,-5,5,2,1,2,0,1,2,5,-5,3,2,1,0,0,3,5,5,2,2,2,0,1,2,5,-5,2,2,2,0,1,3,9,9,1,1,1,0,0,3,9,9,2,3,1,0,0,3,5,5,2.25,0.127019374692379,1.71428571428571,2.875,2.14285714285714,2.16666666666667,"Man","Engineering","Victim first",TRUE,TRUE
59,1,19,4,1,1,1,1,1,2,3,4,2,0,4,1,3,4,2,4,2,3,2,2,4,4,2,2,1,2,2,0,0,1,1,3,2,2,2,2,1,0,1,-3,1,3,1,2,0,1,2,1,-1,2,3,2,0,0,1,-1,1,2,1,1,0,0,2,1,-1,2,3,2,0,0,1,-2,1,1,2,1,1,1,1,-6,1,3,1,1,1,1,2,0,-4,2,1,1,1,1,2,1,-1,1,2,1,0,1,2,4,-1,1,1,1,0,0,3,8,8,2.17857142857143,-0.0291801266185199,2.14285714285714,2.625,1.71428571428571,2.16666666666667,"Woman","Humanities","Observer first",TRUE,TRUE
60,1,32,1,1,1,1,1,3,4,2,4,4,1,3,3,3,4,3,2,3,3,0,3,2,4,3,1,2,4,3,1,0,0,1,1,1,3,1,1,1,1,3,-9,-9,3,2,1,0,1,3,-9,-9,2,1,1,1,0,1,-9,-6,2,1,1,1,1,3,-9,-9,1,3,1,1,0,1,-9,-3,3,1,2,1,0,1,-2,9,3,3,2,1,0,1,-2,2,1,2,1,1,0,1,-2,2,1,3,2,0,0,3,9,9,3,2,2,1,0,1,-2,2,2.39285714285714,0.439418377314177,2.28571428571429,2.625,1.85714285714286,2.83333333333333,"Woman","Humanities","Victim first",TRUE,TRUE
61,1,18,1,1,1,0,1,0,0,2,4,0,1,4,1,3,2,3,2,1,4,4,3,2,4,1,1,1,2,0,0,3,3,1,4,1,3,1,1,0,0,3,8,8,1,2,1,1,0,1,-9,9,2,1,1,1,0,1,-9,9,2,3,1,1,0,1,-9,9,1,1,1,0,0,3,9,9,2,2,1,1,0,1,-9,8,3,1,1,1,1,3,-9,-9,1,3,2,0,0,3,9,9,3,1,2,1,0,1,-9,9,3,1,2,1,1,3,-9,-9,2,-0.419678879895767,1.85714285714286,2.25,2,1.83333333333333,"Woman","Humanities","Victim first",FALSE,FALSE
62,1,18,2,1,1,1,1,1,3,3,4,2,4,3,1,2,3,4,2,1,3,3,1,4,4,3,3,2,4,1,3,3,2,2,3,2,3,1,1,0,0,3,4,4,1,3,2,1,1,3,3,3,1,3,2,1,0,1,-5,4,1,3,2,1,0,1,-6,5,2,2,2,0,0,3,9,9,3,1,1,1,0,1,-2,4,1,1,1,0,1,2,4,-3,1,2,1,1,1,3,-5,-5,1,2,1,1,0,1,-4,4,2,3,1,0,1,2,7,-5,2.64285714285714,0.986116631902323,2.14285714285714,3.125,2.28571428571429,3,"Woman","Humanities","Observer first",TRUE,TRUE
63,1,25,2,2,1,1,1,1,4,3,4,1,2,4,2,1,1,0,0,1,4,4,0,2,0,3,4,2,3,1,1,2,3,0,0,1,1,2,1,1,1,3,0,0,2,1,1,0,0,1,-9,9,1,1,1,0,0,2,9,-9,2,2,1,0,0,1,-4,7,3,1,1,1,1,2,8,-8,2,3,2,0,0,3,0,0,3,3,1,1,0,2,9,-9,2,3,1,1,0,1,-9,3,1,1,1,0,1,3,0,0,3,1,1,1,1,2,9,-9,1.89285714285714,-0.653978131862115,1.71428571428571,2.375,2.14285714285714,1.16666666666667,"Man","Humanities","Victim first",TRUE,TRUE
